Time,Watts,Cadence
2025-07-01T20:05:25.000Z,186,17
2025-07-01T20:05:26.000Z,183,25
2025-07-01T20:05:27.000Z,145,35
2025-07-01T20:05:28.000Z,137,36
2025-07-01T20:05:29.000Z,166,36
2025-07-01T20:05:30.000Z,159,41
2025-07-01T20:05:31.000Z,159,41
2025-07-01T20:05:32.000Z,150,48
2025-07-01T20:05:33.000Z,154,52
2025-07-01T20:05:34.000Z,158,52
2025-07-01T20:05:35.000Z,160,56
2025-07-01T20:05:36.000Z,161,60
2025-07-01T20:05:37.000Z,161,60
2025-07-01T20:05:38.000Z,160,63
2025-07-01T20:05:39.000Z,157,63
2025-07-01T20:05:40.000Z,161,63
2025-07-01T20:05:41.000Z,159,63
2025-07-01T20:05:42.000Z,161,63
2025-07-01T20:05:43.000Z,161,63
2025-07-01T20:05:44.000Z,161,64
2025-07-01T20:05:45.000Z,163,64
2025-07-01T20:05:46.000Z,161,63
2025-07-01T20:05:47.000Z,161,63
2025-07-01T20:05:48.000Z,161,63
2025-07-01T20:05:49.000Z,165,63
2025-07-01T20:05:50.000Z,162,63
2025-07-01T20:05:51.000Z,165,63
2025-07-01T20:05:52.000Z,164,64
2025-07-01T20:05:53.000Z,165,64
2025-07-01T20:05:54.000Z,162,64
2025-07-01T20:05:55.000Z,164,64
2025-07-01T20:05:56.000Z,163,64
2025-07-01T20:05:57.000Z,352,63
2025-07-01T20:05:58.000Z,384,67
2025-07-01T20:05:59.000Z,336,76
2025-07-01T20:06:00.000Z,313,83
2025-07-01T20:06:01.000Z,286,90
2025-07-01T20:06:02.000Z,304,95
2025-07-01T20:06:03.000Z,301,99
2025-07-01T20:06:04.000Z,298,103
2025-07-01T20:06:05.000Z,300,106
2025-07-01T20:06:06.000Z,299,107
2025-07-01T20:06:07.000Z,296,107
2025-07-01T20:06:08.000Z,300,105
2025-07-01T20:06:09.000Z,302,104
2025-07-01T20:06:10.000Z,299,104
2025-07-01T20:06:11.000Z,291,106
2025-07-01T20:06:12.000Z,293,106
2025-07-01T20:06:13.000Z,291,104
2025-07-01T20:06:14.000Z,293,104
2025-07-01T20:06:15.000Z,290,104
2025-07-01T20:06:16.000Z,289,104
2025-07-01T20:06:17.000Z,282,104
2025-07-01T20:06:18.000Z,280,104
2025-07-01T20:06:19.000Z,282,104
2025-07-01T20:06:20.000Z,285,101
2025-07-01T20:06:21.000Z,284,101
2025-07-01T20:06:22.000Z,284,103
2025-07-01T20:06:23.000Z,285,103
2025-07-01T20:06:24.000Z,280,103
2025-07-01T20:06:25.000Z,281,103
2025-07-01T20:06:26.000Z,136,99
2025-07-01T20:06:27.000Z,114,99
2025-07-01T20:06:28.000Z,81,99
2025-07-01T20:06:29.000Z,100,99
2025-07-01T20:06:30.000Z,54,63
2025-07-01T20:06:31.000Z,34,57
2025-07-01T20:06:32.000Z,41,48
2025-07-01T20:06:33.000Z,75,43
2025-07-01T20:06:34.000Z,131,40
2025-07-01T20:06:35.000Z,182,41
2025-07-01T20:06:36.000Z,185,43
2025-07-01T20:06:37.000Z,197,72
2025-07-01T20:06:38.000Z,153,53
2025-07-01T20:06:39.000Z,152,53
2025-07-01T20:06:40.000Z,150,60
2025-07-01T20:06:41.000Z,150,60
2025-07-01T20:06:42.000Z,150,56
2025-07-01T20:06:43.000Z,154,56
2025-07-01T20:06:44.000Z,150,56
2025-07-01T20:06:45.000Z,150,56
2025-07-01T20:06:46.000Z,150,58
2025-07-01T20:06:47.000Z,151,56
2025-07-01T20:06:48.000Z,151,56
2025-07-01T20:06:49.000Z,150,56
2025-07-01T20:06:50.000Z,152,56
2025-07-01T20:06:51.000Z,150,57
2025-07-01T20:06:52.000Z,150,57
2025-07-01T20:06:53.000Z,150,57
2025-07-01T20:06:54.000Z,149,57
2025-07-01T20:06:55.000Z,150,57
2025-07-01T20:06:56.000Z,149,57
2025-07-01T20:06:57.000Z,284,57
2025-07-01T20:06:58.000Z,294,60
2025-07-01T20:06:59.000Z,276,67
2025-07-01T20:07:00.000Z,257,74
2025-07-01T20:07:01.000Z,254,80
2025-07-01T20:07:02.000Z,253,84
2025-07-01T20:07:03.000Z,253,88
2025-07-01T20:07:04.000Z,254,91
2025-07-01T20:07:05.000Z,259,91
2025-07-01T20:07:06.000Z,256,94
2025-07-01T20:07:07.000Z,269,94
2025-07-01T20:07:08.000Z,275,96
2025-07-01T20:07:09.000Z,276,96
2025-07-01T20:07:10.000Z,274,98
2025-07-01T20:07:11.000Z,284,99
2025-07-01T20:07:12.000Z,279,101
2025-07-01T20:07:13.000Z,279,100
2025-07-01T20:07:14.000Z,280,100
2025-07-01T20:07:15.000Z,280,100
2025-07-01T20:07:16.000Z,290,100
2025-07-01T20:07:17.000Z,293,102
2025-07-01T20:07:18.000Z,295,103
2025-07-01T20:07:19.000Z,290,103
2025-07-01T20:07:20.000Z,290,103
2025-07-01T20:07:21.000Z,289,103
2025-07-01T20:07:22.000Z,293,104
2025-07-01T20:07:23.000Z,294,104
2025-07-01T20:07:24.000Z,293,104
2025-07-01T20:07:25.000Z,291,105
2025-07-01T20:07:26.000Z,275,104
2025-07-01T20:07:27.000Z,146,104
2025-07-01T20:07:28.000Z,91,104
2025-07-01T20:07:29.000Z,105,104
