Time,Watts,Cadence
2025-07-01T19:48:13.000Z,5,0
2025-07-01T19:48:14.000Z,29,0
2025-07-01T19:48:15.000Z,64,22
2025-07-01T19:48:16.000Z,179,28
2025-07-01T19:48:17.000Z,158,35
2025-07-01T19:48:18.000Z,218,35
2025-07-01T19:48:19.000Z,160,38
2025-07-01T19:48:20.000Z,157,38
2025-07-01T19:48:21.000Z,161,44
2025-07-01T19:48:22.000Z,157,44
2025-07-01T19:48:23.000Z,160,49
2025-07-01T19:48:24.000Z,158,49
2025-07-01T19:48:25.000Z,164,53
2025-07-01T19:48:26.000Z,168,57
2025-07-01T19:48:27.000Z,165,57
2025-07-01T19:48:28.000Z,161,59
2025-07-01T19:48:29.000Z,164,60
2025-07-01T19:48:30.000Z,161,60
2025-07-01T19:48:31.000Z,160,60
2025-07-01T19:48:32.000Z,159,60
2025-07-01T19:48:33.000Z,157,59
2025-07-01T19:48:34.000Z,161,59
2025-07-01T19:48:35.000Z,158,59
2025-07-01T19:48:36.000Z,163,59
2025-07-01T19:48:37.000Z,161,59
2025-07-01T19:48:38.000Z,161,60
2025-07-01T19:48:39.000Z,161,60
2025-07-01T19:48:40.000Z,159,60
2025-07-01T19:48:41.000Z,162,59
2025-07-01T19:48:42.000Z,161,59
2025-07-01T19:48:43.000Z,162,59
2025-07-01T19:48:44.000Z,166,59
2025-07-01T19:48:45.000Z,162,60
2025-07-01T19:48:46.000Z,162,60
2025-07-01T19:48:47.000Z,161,60
2025-07-01T19:48:48.000Z,161,59
2025-07-01T19:48:49.000Z,162,59
2025-07-01T19:48:50.000Z,175,60
2025-07-01T19:48:51.000Z,166,63
2025-07-01T19:48:52.000Z,168,63
2025-07-01T19:48:53.000Z,164,64
2025-07-01T19:48:54.000Z,165,61
2025-07-01T19:48:55.000Z,169,61
2025-07-01T19:48:56.000Z,167,60
2025-07-01T19:48:57.000Z,169,60
2025-07-01T19:48:58.000Z,171,61
2025-07-01T19:48:59.000Z,168,62
2025-07-01T19:49:00.000Z,169,62
2025-07-01T19:49:01.000Z,169,62
2025-07-01T19:49:02.000Z,169,62
2025-07-01T19:49:03.000Z,169,62
2025-07-01T19:49:04.000Z,168,63
2025-07-01T19:49:05.000Z,170,63
2025-07-01T19:49:06.000Z,171,63
2025-07-01T19:49:07.000Z,170,63
2025-07-01T19:49:08.000Z,172,63
2025-07-01T19:49:09.000Z,170,63
2025-07-01T19:49:10.000Z,172,63
2025-07-01T19:49:11.000Z,175,63
2025-07-01T19:49:12.000Z,173,64
2025-07-01T19:49:13.000Z,168,64
2025-07-01T19:49:14.000Z,171,64
2025-07-01T19:49:15.000Z,176,64
2025-07-01T19:49:16.000Z,164,64
2025-07-01T19:49:17.000Z,166,63
2025-07-01T19:49:18.000Z,169,62
2025-07-01T19:49:19.000Z,164,62
2025-07-01T19:49:20.000Z,165,62
2025-07-01T19:49:21.000Z,165,62
2025-07-01T19:49:22.000Z,164,61
2025-07-01T19:49:23.000Z,164,61
2025-07-01T19:49:24.000Z,165,61
2025-07-01T19:49:25.000Z,166,61
2025-07-01T19:49:26.000Z,167,61
2025-07-01T19:49:27.000Z,167,62
2025-07-01T19:49:28.000Z,168,63
2025-07-01T19:49:29.000Z,167,63
2025-07-01T19:49:30.000Z,166,63
2025-07-01T19:49:31.000Z,165,62
2025-07-01T19:49:32.000Z,163,62
2025-07-01T19:49:33.000Z,166,62
2025-07-01T19:49:34.000Z,165,62
2025-07-01T19:49:35.000Z,165,62
2025-07-01T19:49:36.000Z,169,62
2025-07-01T19:49:37.000Z,171,62
2025-07-01T19:49:38.000Z,169,64
2025-07-01T19:49:39.000Z,168,64
2025-07-01T19:49:40.000Z,168,64
2025-07-01T19:49:41.000Z,168,62
2025-07-01T19:49:42.000Z,167,62
2025-07-01T19:49:43.000Z,167,62
2025-07-01T19:49:44.000Z,166,63
2025-07-01T19:49:45.000Z,167,63
2025-07-01T19:49:46.000Z,167,63
2025-07-01T19:49:47.000Z,168,63
2025-07-01T19:49:48.000Z,169,62
2025-07-01T19:49:49.000Z,165,63
2025-07-01T19:49:50.000Z,167,63
2025-07-01T19:49:51.000Z,167,63
2025-07-01T19:49:52.000Z,168,62
2025-07-01T19:49:53.000Z,168,62
2025-07-01T19:49:54.000Z,168,60
2025-07-01T19:49:55.000Z,170,61
2025-07-01T19:49:56.000Z,168,61
2025-07-01T19:49:57.000Z,168,63
2025-07-01T19:49:58.000Z,169,63
2025-07-01T19:49:59.000Z,168,64
2025-07-01T19:50:00.000Z,169,64
